game,winner,game_length,peak_setup_p0,peak_setup_p1,ko_count_p0,ko_count_p1,p0_meganium_active_events,p1_meganium_active_events,p0_meganium_failure_reason,p1_meganium_failure_reason,p0_turn_chikorita_or_applin_played,p0_turn_any_evolution,p0_turn_meganium_in_play,p0_turn_meganium_benched,p0_turn_hydrapple_attack_ready,p0_turn_ogerpon_attack_ready,p0_turn_any_attacker_ready,p0_turn_full_target_state,p1_turn_chikorita_or_applin_played,p1_turn_any_evolution,p1_turn_meganium_in_play,p1_turn_meganium_benched,p1_turn_hydrapple_attack_ready,p1_turn_ogerpon_attack_ready,p1_turn_any_attacker_ready,p1_turn_full_target_state,p0_regressed_chikorita_or_applin_played,p0_regressed_any_evolution,p0_regressed_meganium_in_play,p0_regressed_meganium_benched,p0_regressed_hydrapple_attack_ready,p0_regressed_ogerpon_attack_ready,p0_regressed_any_attacker_ready,p0_regressed_full_target_state,p1_regressed_chikorita_or_applin_played,p1_regressed_any_evolution,p1_regressed_meganium_in_play,p1_regressed_meganium_benched,p1_regressed_hydrapple_attack_ready,p1_regressed_ogerpon_attack_ready,p1_regressed_any_attacker_ready,p1_regressed_full_target_state
6015,0,9,331,133,2,3,,,played_stuck_never_evolved,played_stuck_never_evolved,1,7,,,7,3,3,,8,,,,,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6016,0,15,488,123,3,6,,,,played_then_ko_before_meganium,1,3,5,5,,5,5,7,1,14,,,,,,,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
6017,1,18,174,797,6,5,,,played_then_ko_before_meganium,,1,7,,,15,,15,,1,12,18,18,10,4,4,18,True,True,False,False,True,False,True,False,True,True,False,False,False,False,False,False
6018,0,13,812,488,5,6,,,,,1,5,5,5,7,3,3,7,2,4,4,4,,4,4,6,True,True,False,False,False,False,False,False,True,True,False,False,False,True,True,True
6019,0,15,543,505,6,8,,,,,1,3,5,5,9,11,9,5,2,10,14,14,12,4,4,14,True,True,False,False,False,False,False,True,True,True,False,False,True,True,True,True
6020,1,16,444,772,8,5,11:forced_or_chosen_switch,,,,1,3,3,3,11,,11,11,1,12,12,12,,4,4,12,False,True,False,True,True,False,True,True,True,True,False,False,False,False,False,True
6021,1,14,280,720,6,5,5:evolve_active_empty_bench;7:forced_or_chosen_switch;9:forced_or_chosen_switch,4:evolve_active_with_bench_available,,,1,5,5,5,,,,5,1,4,4,4,,4,4,4,True,True,True,True,False,False,False,True,True,True,False,False,False,False,False,True
6022,0,13,633,119,5,4,,,,drawn_never_played,5,5,9,9,13,9,9,9,1,4,,,,,,,True,True,False,False,False,True,True,True,True,True,False,False,False,False,False,False
6023,0,9,723,190,4,6,,8:forced_or_chosen_switch,,,3,5,5,5,9,3,3,5,1,4,6,6,,,,,True,True,False,False,False,False,False,False,True,True,True,True,False,False,False,False
6024,1,10,245,612,5,4,,,played_stuck_never_evolved,,5,5,,,9,5,5,,2,6,6,6,,4,4,6,True,True,False,False,True,True,True,False,True,True,False,False,False,True,True,True
6025,1,6,70,451,3,2,5:evolve_active_empty_bench,,,,1,3,5,,,,,,4,4,4,4,,4,4,6,True,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False
6026,1,10,141,695,4,3,,,drawn_never_played,,1,5,,,,,,,2,4,8,8,,4,4,8,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
6027,0,3,369,86,1,1,3:evolve_active_empty_bench,,,never_drawn,1,,3,3,,3,3,3,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6028,1,8,167,252,3,2,,,played_then_ko_before_meganium,played_then_ko_before_meganium,3,,,,,3,3,,2,6,,,,4,4,,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
6029,0,13,491,255,5,6,,,,,1,7,3,3,7,3,3,5,1,12,12,12,,6,6,,True,False,False,False,False,True,True,True,True,True,False,False,False,True,True,False
6030,0,7,587,87,3,3,,,,drawn_never_played,1,3,5,5,,5,5,5,1,4,,,,,,,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False
6031,1,16,164,661,5,4,,5:unknown,drawn_never_played,,3,3,,,,,,,1,4,4,4,10,10,10,10,True,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False
6032,1,14,138,572,6,4,,,played_then_ko_before_meganium,,1,3,,,,,,,8,8,8,8,,6,6,8,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False
6033,0,3,152,20,0,1,,,drawn_never_played,played_then_ko_before_meganium,,,,,,3,3,,1,,,,,,,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
6034,1,10,312,298,10,0,3:evolve_active_empty_bench;5:forced_or_chosen_switch;7:forced_or_chosen_switch;9:forced_or_chosen_switch,,,played_stuck_never_evolved,1,5,3,3,9,,9,3,6,,,,,4,4,,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False
6035,0,17,568,372,4,7,,,,,1,3,9,9,9,17,9,9,1,16,16,16,,4,4,16,True,True,False,False,False,False,False,False,False,True,False,False,False,True,True,True
6036,0,9,473,205,4,6,,,,played_then_ko_before_meganium,1,5,5,5,3,7,3,5,1,4,,,,4,4,,True,True,False,False,True,False,True,True,True,True,False,False,False,True,True,False
6037,1,18,404,703,9,6,15:forced_or_chosen_switch;17:forced_or_chosen_switch,,,,1,3,13,13,15,13,13,13,1,4,6,6,14,12,12,13,True,True,False,True,True,True,True,True,True,True,False,False,False,True,True,True
6038,1,18,211,631,7,5,,17:unknown,played_then_ko_before_meganium,,1,7,,,9,15,9,,1,4,6,6,10,12,10,12,False,True,False,False,True,True,True,False,True,True,False,True,False,False,False,True
6039,1,12,432,760,7,5,9:forced_or_chosen_switch;11:forced_or_chosen_switch,4:evolve_active_with_bench_available;11:unknown,,,1,5,5,5,11,7,7,7,1,4,4,8,,4,4,8,True,True,False,True,False,True,True,True,True,True,True,True,False,False,False,True
6040,0,5,481,40,4,1,,,,drawn_never_played,1,3,5,5,5,5,5,5,,,,,,,,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6041,0,7,495,342,2,4,,4:evolve_active_empty_bench;6:forced_or_chosen_switch,,,1,7,3,3,,3,3,3,2,,4,4,,,,4,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True
6042,0,13,530,227,4,7,,,,played_then_ko_before_meganium,3,7,5,5,7,9,7,7,4,6,,,,4,4,,True,True,False,False,False,False,False,False,True,True,False,False,False,True,True,False
6043,0,11,441,441,5,7,,,,,1,5,7,7,,5,5,9,1,4,8,8,,4,4,8,False,True,False,False,False,True,True,False,True,True,False,False,False,True,True,True
6044,0,9,656,116,3,5,,,,played_then_ko_before_meganium,1,3,7,7,5,7,5,7,2,4,,,,,,,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False
6045,1,12,111,723,5,2,11:evolve_active_empty_bench,,,,5,11,11,,,,,,1,4,4,4,,6,6,8,True,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False
6046,0,13,401,552,7,7,9:forced_or_chosen_switch;12:unknown,,,,1,3,3,3,,5,5,7,4,4,4,4,,4,4,4,True,True,False,True,False,True,True,True,True,True,False,False,False,True,True,True
6047,0,9,604,226,6,6,,,,drawn_never_played,1,3,3,3,,3,3,5,4,6,,,,4,4,,True,True,False,False,False,False,False,True,True,True,False,False,False,True,True,False
6048,1,22,527,708,6,9,19:forced_or_chosen_switch;21:forced_or_chosen_switch,,,,1,3,3,3,,3,3,15,1,6,16,16,14,18,14,18,False,True,False,True,False,True,True,True,True,True,False,False,True,False,True,False
6049,0,13,509,629,5,9,3:forced_or_chosen_switch;6:unknown,,,,3,3,3,3,11,5,5,5,1,8,10,10,10,4,4,10,True,True,False,True,False,True,True,True,True,True,False,False,False,True,True,True
6050,1,10,461,466,6,5,9:forced_or_chosen_switch,,,,5,5,5,5,,5,5,5,1,4,4,4,,6,6,6,True,True,False,True,False,True,True,True,True,True,False,False,False,True,True,True
6051,0,15,582,164,4,4,,,,drawn_never_played,9,11,13,13,,9,9,13,10,10,,,,8,8,,True,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False
6052,0,13,478,527,7,7,11:forced_or_chosen_switch;12:unknown,,,,3,3,3,3,,5,5,3,1,4,8,8,,4,4,10,True,True,False,True,False,True,True,True,True,True,False,False,False,True,True,True
6053,1,18,402,291,6,4,13:forced_or_chosen_switch,,,played_then_ko_before_meganium,1,11,11,11,,5,5,12,10,10,,,,10,10,,True,True,True,True,False,True,True,True,True,True,False,False,False,False,False,False
6054,1,16,234,883,7,2,,,played_then_ko_before_meganium,,3,7,,,9,,9,,4,14,14,14,,4,4,14,True,True,False,False,True,False,True,False,True,True,False,False,False,False,False,False
6055,1,16,246,262,7,5,,,,drawn_never_played,5,7,15,15,,5,5,,1,10,,,,8,8,,True,True,False,False,False,True,True,False,True,True,False,False,False,True,True,False
6056,0,7,182,96,0,1,,,played_stuck_never_evolved,drawn_never_played,1,,,,,5,5,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6057,0,9,814,141,3,6,,,,played_then_ko_before_meganium,1,7,5,5,7,3,3,5,1,8,,,,,,,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False
6058,0,9,471,290,3,5,,,,,1,9,3,3,,3,3,3,1,6,8,8,,6,6,8,True,False,False,False,False,True,True,True,True,False,False,False,False,True,True,True
6059,1,12,136,599,3,3,,,drawn_never_played,,,,,,,,,,2,8,8,8,,6,6,8,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
6060,1,16,218,404,4,4,,,drawn_never_played,,1,,,,,7,7,,1,16,16,16,,4,4,16,True,False,False,False,False,True,True,False,False,True,False,False,False,True,True,False
6061,1,4,70,210,3,1,3:evolve_active_empty_bench,,,drawn_never_played,1,3,3,,,,,,2,,,,,4,4,,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
6062,1,10,513,557,6,6,,5:unknown,,,1,5,5,5,,3,3,5,1,4,4,4,,4,4,4,True,True,False,False,False,True,True,True,True,True,False,True,False,True,True,True
6063,1,26,245,676,8,3,,18:evolve_active_with_bench_available;21:unknown,played_then_ko_before_meganium,,1,3,,,23,25,23,,1,14,18,20,6,4,4,20,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True
6064,0,17,537,545,7,7,,,,,1,3,3,3,7,11,7,3,2,4,4,4,16,4,4,5,True,True,False,False,True,False,True,True,True,True,False,False,False,True,True,True
6065,0,11,518,205,7,4,,,,drawn_never_played,1,3,5,5,11,5,5,5,2,,,,,4,4,,True,True,False,False,False,True,True,True,True,False,False,False,False,True,True,False
6066,0,19,473,580,3,7,,,,,1,3,3,3,,11,11,3,1,14,14,14,,18,18,14,True,True,False,False,False,False,False,True,True,True,False,False,False,False,False,True
6067,1,16,439,745,7,4,,,,,1,3,3,3,9,,9,3,2,4,4,4,,4,4,12,True,True,False,False,True,False,True,True,True,True,False,False,False,False,False,False
6068,0,21,628,428,6,11,9:forced_or_chosen_switch,,,,5,5,5,5,17,15,15,14,1,4,20,20,8,4,4,20,True,True,False,True,False,False,False,False,True,True,False,False,True,True,True,True
6069,0,3,194,35,0,1,,,played_stuck_never_evolved,played_then_ko_before_meganium,3,,,,,3,3,,1,,,,,,,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
6070,1,18,352,742,7,4,10:unknown;13:forced_or_chosen_switch;15:forced_or_chosen_switch;17:forced_or_chosen_switch,10:evolve_active_with_bench_available,,,1,3,3,3,,,,3,1,4,10,12,14,8,8,12,True,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False
6071,1,14,540,666,8,8,11:forced_or_chosen_switch,,,,1,5,5,5,13,5,5,5,1,4,10,10,10,10,10,10,True,True,False,True,False,True,True,True,True,False,False,False,False,False,False,True
6072,0,13,733,118,5,4,,,,played_then_ko_before_meganium,1,3,5,5,9,7,7,5,2,,,,,,,,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
6073,0,29,518,737,6,10,,,,,25,25,25,25,25,19,19,27,2,14,24,24,,8,8,24,True,True,False,False,False,True,True,False,True,True,False,False,False,True,True,True
6074,0,11,582,154,5,5,,,,played_then_ko_before_meganium,3,3,3,3,7,3,3,3,1,,,,,4,4,,True,True,False,False,False,False,False,True,True,False,False,False,False,True,True,False
6075,0,5,552,16,2,2,,,,played_then_ko_before_meganium,1,3,5,5,,3,3,5,1,,,,,,,,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
6076,1,14,513,530,8,9,,,,,1,3,5,5,11,3,3,5,2,4,4,4,,4,4,4,True,True,False,False,True,True,True,True,True,True,False,False,False,True,True,True
6077,1,14,322,765,6,4,9:forced_or_chosen_switch,,,,1,,9,9,,,,9,2,4,6,6,,4,4,6,True,False,True,True,False,False,False,True,True,True,False,False,False,False,False,False
6078,1,10,627,651,10,5,,,,,1,3,5,5,9,3,3,5,1,4,6,6,,4,4,6,True,True,False,False,False,False,False,True,True,True,False,False,False,False,False,True
6079,0,7,528,30,4,1,,,,drawn_never_played,1,3,3,3,7,7,7,3,,,,,,,,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6080,0,13,554,493,5,9,,,,,3,5,5,5,7,5,5,5,1,4,12,12,,10,10,12,True,True,False,False,False,True,False,True,True,True,False,False,False,True,True,True
6081,1,12,280,626,6,2,7:evolve_active_with_bench_available;9:forced_or_chosen_switch;10:unknown,9:unknown,,,1,7,7,7,,,,7,2,4,4,4,,6,6,6,True,True,True,True,False,False,False,True,True,True,False,True,False,False,False,True
6082,1,12,471,577,7,6,11:forced_or_chosen_switch,,,,1,3,3,3,11,3,3,3,4,4,6,6,,8,8,6,True,True,False,True,False,True,True,True,True,True,False,False,False,True,True,True
6083,0,15,239,209,1,3,,,drawn_never_played,played_stuck_never_evolved,1,3,,,,11,11,,8,,,,,8,8,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
6084,0,9,351,70,2,3,,8:evolve_active_empty_bench,,,1,3,3,3,,7,7,,1,4,8,,,,,,True,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False
6085,0,11,765,204,4,5,3:evolve_active_empty_bench,,,played_then_ko_before_meganium,1,3,3,3,7,5,5,3,2,4,,,,4,4,,True,True,False,False,False,False,False,False,True,True,False,False,False,True,True,False
6086,0,9,229,75,1,1,,,played_then_ko_before_meganium,drawn_never_played,1,7,,,,9,9,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6087,1,18,478,525,7,5,17:forced_or_chosen_switch,17:unknown,,,1,13,13,13,17,11,11,13,1,14,14,14,,14,14,14,False,True,False,True,True,True,True,True,True,True,False,True,False,True,True,True
6088,1,14,517,661,7,8,11:forced_or_chosen_switch;13:forced_or_chosen_switch,,,,7,9,9,9,,7,7,9,1,4,4,4,,4,4,6,False,True,False,True,False,True,True,True,True,True,False,False,False,True,True,True
6089,1,10,389,631,9,5,5:forced_or_chosen_switch,,,,1,3,3,3,,3,3,3,1,4,6,6,,4,4,6,True,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False
6090,0,11,681,379,6,9,,10:forced_or_chosen_switch,,,1,3,5,5,11,5,5,5,1,4,8,8,,4,4,8,True,True,False,False,False,True,True,True,True,True,False,True,False,True,True,True
6091,0,7,550,441,6,5,,,,,1,3,3,3,7,3,3,3,1,4,4,4,,4,4,4,True,True,False,False,False,True,True,True,True,True,False,False,False,True,True,True
6092,1,12,151,673,6,4,,5:unknown,played_then_ko_before_meganium,,5,11,,,,,,,1,4,4,4,8,4,4,6,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False
6093,1,12,215,550,4,3,6:unknown;9:forced_or_chosen_switch;11:forced_or_chosen_switch,4:evolve_active_with_bench_available,,,1,,5,5,,,,,1,4,4,4,,8,8,4,True,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False
6094,0,11,525,105,4,5,,,,played_then_ko_before_meganium,1,5,5,5,,5,5,5,1,4,,,,,,,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False
6095,1,10,169,495,3,3,,5:unknown,played_then_ko_before_meganium,,1,,,,,,,,1,6,4,4,,4,4,4,True,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True
6096,0,11,644,163,4,3,,,,played_stuck_never_evolved,1,7,7,7,7,7,7,7,1,,,,,,,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6097,0,13,520,240,4,4,,,,played_stuck_never_evolved,9,13,11,11,,3,3,11,1,,,,8,8,8,,True,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False
6098,1,10,286,604,8,5,,,played_then_ko_before_meganium,,1,5,,,9,9,9,,2,4,4,4,,4,4,4,True,False,False,False,False,True,False,False,True,True,False,False,False,True,True,True
6099,1,14,327,693,6,2,9:forced_or_chosen_switch;11:forced_or_chosen_switch;13:forced_or_chosen_switch,,,,1,3,3,3,,,,3,6,8,8,8,,4,4,8,True,True,False,True,False,False,False,True,True,True,False,False,False,False,False,False
6100,1,24,496,683,10,9,19:forced_or_chosen_switch,,,,1,3,3,3,,11,11,11,1,4,14,14,16,4,4,14,True,True,False,False,False,True,True,True,True,True,False,False,False,True,True,True
6101,1,10,448,523,7,7,,,,,3,7,9,9,,3,3,9,1,6,6,6,,4,4,6,True,False,False,False,False,True,True,True,True,True,False,False,False,True,True,True
6102,0,11,728,184,4,5,,,,drawn_never_played,1,3,9,9,9,5,5,9,6,6,,,,6,6,,True,True,False,False,False,False,False,False,True,True,False,False,False,True,True,False
6103,0,11,683,161,5,5,,,,played_then_ko_before_meganium,1,3,5,5,9,5,5,5,1,6,,,,,,,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
6104,0,17,513,260,7,6,,,,,3,3,13,13,,15,15,15,14,14,16,16,,6,6,,True,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False
6105,1,8,349,224,4,3,5:forced_or_chosen_switch;7:forced_or_chosen_switch,,,played_then_ko_before_meganium,1,,3,3,,3,3,3,1,4,,,,4,4,,True,False,True,True,False,True,True,True,True,True,False,False,False,False,False,False
6106,0,11,602,208,6,5,7:evolve_active_with_bench_available,,,drawn_never_played,1,7,7,7,7,3,3,7,4,4,,,,4,4,,True,True,False,False,False,True,True,False,True,False,False,False,False,True,True,False
6107,1,14,119,537,3,3,,,drawn_never_played,,1,,,,,,,,2,10,10,10,,10,10,10,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
6108,1,10,163,673,3,4,,,played_stuck_never_evolved,,1,,,,,,,,2,4,8,8,,4,4,8,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
6109,0,3,70,66,2,1,3:evolve_active_empty_bench,,,drawn_never_played,1,3,3,,,,,,1,,,,,,,,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
6110,0,17,594,214,6,6,,,,played_then_ko_before_meganium,1,11,11,11,11,9,9,11,2,14,,,,4,4,,True,True,False,False,False,True,True,True,True,False,False,False,False,True,True,False
6111,1,16,478,815,7,5,9:forced_or_chosen_switch;12:unknown,,,,1,3,3,3,,3,3,3,1,4,6,6,,4,4,6,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,True
6112,1,12,401,596,5,3,4:unknown;7:forced_or_chosen_switch;9:forced_or_chosen_switch;11:forced_or_chosen_switch,,,,1,,3,3,,3,3,3,8,8,8,8,,4,4,8,True,False,True,True,False,True,True,True,True,True,False,False,False,False,False,False
6113,1,10,491,557,7,7,,,,,1,3,5,5,9,3,3,5,2,6,10,10,,4,4,10,True,True,False,False,True,True,True,True,True,True,False,False,False,True,True,False
6114,1,12,419,646,6,6,11:forced_or_chosen_switch,,,,1,11,3,3,,5,5,5,2,4,4,4,,4,4,6,False,True,False,True,False,True,True,True,True,True,False,False,False,True,True,True
6115,0,25,542,209,4,4,,,,played_stuck_never_evolved,1,3,5,5,,17,17,15,1,,,,,14,14,,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False
6116,0,11,787,394,5,10,,9:unknown,,,1,3,3,3,9,3,3,5,2,4,4,4,4,10,4,4,True,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True
6117,0,11,624,176,6,5,,,,drawn_never_played,5,7,7,7,11,7,7,7,4,4,,,,,,,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False
6118,0,9,599,219,4,7,,8:forced_or_chosen_switch,,,3,3,3,3,9,3,3,3,1,4,6,6,,,,,True,True,False,False,False,False,False,True,True,True,True,True,False,False,False,False
6119,1,24,459,594,8,2,,,,,1,3,3,3,17,,17,3,1,,8,8,,18,18,18,True,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False
6120,1,16,493,669,10,5,,,,,3,7,7,7,11,13,11,11,8,16,10,10,,8,8,10,True,True,False,False,True,True,True,True,True,True,False,False,False,True,True,True
6121,0,15,669,278,6,7,6:unknown,,,played_then_ko_before_meganium,3,7,5,5,7,13,7,7,2,8,,,12,8,8,,True,True,False,True,True,False,True,True,True,True,False,False,True,True,True,False
6122,1,14,517,523,7,6,4:unknown,,,,1,7,3,3,7,11,7,7,8,12,14,14,,6,6,14,True,True,False,True,True,True,True,True,False,True,False,False,False,True,True,False
6123,1,6,75,451,1,1,,,drawn_never_played,,,,,,,,,,2,,6,6,,6,6,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6124,0,15,449,461,6,6,,,,,1,5,5,5,,7,7,10,1,10,14,14,,4,4,14,False,True,False,False,False,True,True,True,True,False,False,False,False,True,True,True
6125,0,19,476,535,6,6,,,,,1,9,13,13,17,13,13,13,1,10,8,8,,10,10,12,True,True,False,False,True,True,True,True,False,True,False,False,False,True,True,True
